gene_symbol,baseMean,log2FoldChange,lfcSE,pvalue,padj
SND1,2158.56052964772,0.00274481501075614,0.0373081200496207,0.777803094635673,0.979990348877657
TSPAN33,757.488447237197,0.000409223810190421,0.038342541550621,0.772887541390436,0.979990348877657
ZNF767P,198.403243152368,-0.000286646228900144,0.0382593970118691,0.773721823213843,0.979990348877657
ZNF467,501.021643075519,0.00116524640242225,0.0383108003269654,0.777783956714096,0.979990348877657
GIMAP7,1944.19328375155,-0.0010349100458872,0.0383572863716319,0.776636643954471,0.979990348877657
C8orf86,0.788308916329925,-0.000338730770976043,0.0385103043530942,0.775485301279488,0.979990348877657
PKIA,158.594838547374,-0.00121415377887538,0.0382970217968635,0.778484061227238,0.979990348877657
ZHX1-C8orf76,2.68986511450657,0.000410684021228814,0.0384858717090234,0.778374675399769,0.979990348877657
ALDH1B1,83.3282317672625,0.00168767636543844,0.0381140267462412,0.77389043880938,0.979990348877657
RPL35AP21,1.44857039714047,0.000434208843084618,0.0384781021931701,0.774647179604667,0.979990348877657
OLFML2A,6.26297590948214,0.000425405578739556,0.038487896778212,0.775165090300143,0.979990348877657
MED22,413.58864679104,0.00235275621846634,0.0377031572629905,0.772830909776942,0.979990348877657
GATA3-AS1,1.48898988346535,0.000255160577642659,0.0384995604139692,0.773368858102881,0.979990348877657
CELF2-AS1,28.8125156179923,0.000652733102057008,0.0384479535961169,0.777567697905805,0.979990348877657
PCGF6,62.1879936049275,0.00170436517972597,0.0380825883861136,0.775234743924574,0.979990348877657
ZDHHC6,724.071928718467,-0.00924144872082944,0.0379822508222142,0.776528987455296,0.979990348877657
PIK3C2A,415.452895235091,-0.00186357746471217,0.0380464389816523,0.774546566248337,0.979990348877657
FAM86C1P,30.2794829981292,-0.00057780040302378,0.0383861211969958,0.778073548545896,0.979990348877657
P4HA3,1.19125134254483,-0.000243558526174294,0.0385032094969518,0.777170222091633,0.979990348877657
C1DP5,1.89243278818379,-0.000399069813570817,0.0384883194215477,0.777752025633398,0.979990348877657
KIRREL3,5.13134181533639,-0.000418835815263655,0.0384620227308784,0.775641174954797,0.979990348877657
PTPN11,652.337249079048,0.0021162174887397,0.0378271142574816,0.773271085545359,0.979990348877657
DDX54,575.050030633519,-0.00211992103791882,0.0378386604388356,0.775652527595365,0.979990348877657
KPNA3,481.027395235366,-0.00351727144000492,0.0378612114619533,0.775450550113907,0.979990348877657
FARP1,28.4737804490906,0.00115887674904385,0.0383958450972843,0.775520834383268,0.979990348877657
TRAJ53,0.94380818358335,0.000251107874026205,0.0385038387977483,0.777342888027936,0.979990348877657
NYNRIN,7.76828111428834,-0.000613011639859786,0.038461126230245,0.77422124069476,0.979990348877657
LINC02327,0.729655873628653,0.000202798790372732,0.038506299104,0.775917281097318,0.979990348877657
FOXN3,1376.22902896228,0.00160743820337948,0.0371410194608795,0.778517139577728,0.979990348877657
CLMN,390.719172535556,-0.00126537302512079,0.0382866324781578,0.773139438351953,0.979990348877657
RCOR1,385.678868262051,0.00146220565150201,0.038206788395683,0.775058260047762,0.979990348877657
ARHGAP11A,61.1898808773797,-0.000980131064472694,0.0383748926382078,0.774873343770019,0.979990348877657
MEIS2,1.47845035631773,-0.000304118194646953,0.0385007255486574,0.774506963432188,0.979990348877657
USP50,40.128060927606,-0.00079891070389369,0.0384164607184229,0.775331224418032,0.979990348877657
VPS13C,1508.18793021677,-0.00267867576098219,0.0378611138657319,0.776624139333523,0.979990348877657
HMGB1P6,133.568040355837,0.00058940067876246,0.0384326012765526,0.77861973231125,0.979990348877657
DNM1P35,1.29590982479532,0.000438864970176404,0.0385064056992424,0.778465940275086,0.979990348877657
DET1,9.35174688491252,0.000660188547312676,0.0384495163736663,0.774842831395999,0.979990348877657
DNASE1L2,2.88462004950403,-0.00038129034359216,0.0384933668599131,0.778168006675282,0.979990348877657
MFSD13B,4.59173349912811,0.000417515403991066,0.0384790361407934,0.776669236141137,0.979990348877657
SYCE1L,15.5682430545281,0.000865871828730361,0.0384079588056463,0.774742257037294,0.979990348877657
IRF8,2477.50471465027,0.00162362689535949,0.0381373827023652,0.773250866191595,0.979990348877657
KSR1,305.624580163829,0.00136889673999247,0.0382453407962278,0.774963658725616,0.979990348877657
NLK,120.623968287486,-0.00183330982192358,0.0380288468669163,0.772697243518224,0.979990348877657
ACACA,187.484853312821,0.00181751277483399,0.0380417501709904,0.772998605822152,0.979990348877657
AOC2,8.76500558010851,-0.000843192994773472,0.0384268534525901,0.772385719940884,0.979990348877657
SUPT4H1,6.61506043714614,-0.000213244097983218,0.0384868181626949,0.774228049408411,0.979990348877657
